,ACCT_NUM,ATA,AID,BPOA,EPOA,A,MAIN,SUB,GWA_TAS_NAME,Agency AID,Agency Name,ADMIN_ORG,Admin Org Name,FR Entity Type,FR Entity Description,Financial Indicator Type2,FIN_IND_TYP2 description,Function Code,Function Description,Sub Function Code,Sub Function Description,DT_TM_ESTAB,DT_END
2036,56574, ,012,2013,2013, ,0900,000,"Office of the Inspector General, Agriculture                                                                                                                                                                                                    ",012,Department of Agriculture,09,Office of the Inspector General,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2012,
2037,56620, ,012,2013,2013, ,1000,000,"Conservation Operations, Natural Resources Conservation Service",012,Department of Agriculture,10,Natural Resources Conservation Service,1200,Department of Agriculture, , ,300,Natural Resources and Environment,302,Conservation and land management,10/01/2012,
2038,56621, ,012,2013,2013, ,1002,000,"Watershed Rehabilitation Program, Natural Resources Conservation Service, Agriculture                                                                                                                                                           ",012,Department of Agriculture,10,Natural Resources Conservation Service,1200,Department of Agriculture, , ,300,Natural Resources and Environment,301,Water resources,10/01/2012,
2039,56622, ,012,2013,2013, ,1004,000,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service                                                                                                                                                             ",012,Department of Agriculture,10,Natural Resources Conservation Service,1200,Department of Agriculture, , ,300,Natural Resources and Environment,302,Conservation and land management,10/01/2012,
2040,56623, ,012,2013,2013, ,1010,000,"Resource Conservation and Development, Natural Resources Conservation Services, Agriculture                                                                                                                                                     ",012,Department of Agriculture,10,Natural Resources Conservation Service,1200,Department of Agriculture, , ,300,Natural Resources and Environment,302,Conservation and land management,10/01/2012,
2041,56575, ,012,2013,2013, ,1066,000,"Watershed Surveys and Planning, Natural Resources Conservation Service                                                                                                                                                                          ",012,Department of Agriculture,10,Natural Resources Conservation Service,1200,Department of Agriculture, , ,300,Natural Resources and Environment,301,Water resources,10/01/2012,
2042,56624, ,012,2013,2013, ,1090,000,"Healthy Forests Reserve Program, Natural Resources Conservation Service                                                                                                                                                                         ",012,Department of Agriculture,10,Natural Resources Conservation Service,1200,Department of Agriculture, , ,300,Natural Resources and Environment,302,Conservation and land management,10/01/2012,
2043,56625, ,012,2013,2013, ,1117,000,"Payments to States, Northern Spotted Owl Guarantee, Forest Service                                                                                                                                                                              ",012,Department of Agriculture,11,Forest Service,1200,Department of Agriculture, , ,800,General Government,806,General purpose fiscal assistance,10/01/2012,
2044,56576, ,012,2013,2013, ,1140,000,"Agricultural Credit Insurance Fund Program Account,  Farm Service Agency                                                                                                                                                                        ",012,Department of Agriculture,49,Farm Service Agency,1200,Department of Agriculture,P,Program,350,Agriculture,351,Farm income stabilization,10/01/2012,
2045,56626, ,012,2013,2013, ,1143,000,"Repayable Advances to Agricultural Disaster Relief Fund, Farm Service Agency, Agriculture",012,Department of Agriculture,49,Farm Service Agency,1200,Department of Agriculture, , ,350,Agriculture,351,Farm income stabilization,10/01/2012,
2046,56577, ,012,2013,2013, ,1230,000,"Rural Electrification and Telecommunications Loans Program Account, Rural Utilities Service                                                                                                                                                     ",012,Department of Agriculture,60,Rural Utilities Service,1200,Department of Agriculture,P,Program,270,Energy,271,Energy supply,10/01/2012,
2047,56578, ,012,2013,2013, ,1231,000,"AL Telephone Bank Program Account, Rural Utilities Service                                                                                                                                                                                      ",012,Department of Agriculture,60,Rural Utilities Service,1200,Department of Agriculture,P,Program,450,Community and Regional Development,452,Area and regional development,10/01/2012,
2048,56627, ,012,2013,2013, ,1232,000,"Distance Learning, Telemedicine and Broadband Program, Rural Utilities Service                                                                                                                                                                  ",012,Department of Agriculture,60,Rural Utilities Service,1200,Department of Agriculture,P,Program,450,Community and Regional Development,452,Area and regional development,10/01/2012,
2049,56579, ,012,2013,2013, ,1336,000,"Commodity Credit Corporation Export Loans Program Account, Foreign Agricultural Service, Agriculture                                                                                                                                            ",012,Department of Agriculture,29,Foreign Agricultural Service,1200,Department of Agriculture,P,Program,350,Agriculture,351,Farm income stabilization,10/01/2012,
2050,56580, ,012,2013,2013, ,1400,000,"Salaries and Expenses, Agricultural Research Service                                                                                                                                                                                            ",012,Department of Agriculture,14,Agricultural Research Service,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2012,
2051,56628, ,012,2013,2013, ,1406,000,"Trade Adjustment Assistance for Farmers, Foreign Agricultural Service                                                                                                                                                                           ",012,Department of Agriculture,29,Foreign Agricultural Service,1200,Department of Agriculture, , ,350,Agriculture,351,Farm income stabilization,10/01/2012,
2052,56629, ,012,2013,2013, ,1408,000,"Trade Adjustment Assistance for Farmers - Recovery Act, Foreign Agricultural Service, Agriculture                                                                                                                                               ",012,Department of Agriculture,29,Foreign Agricultural Service,1200,Department of Agriculture, , ,350,Agriculture,351,Farm income stabilization,10/01/2012,
2053,56581, ,012,2013,2013, ,1500,000,"Research and Education Activities, Cooperative State Research, Education, and Extension Service                                                                                                                                                 ",012,Department of Agriculture,15,National Institute of Food and Agriculture,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2012,
2054,56630, ,012,2013,2013, ,1502,000,"Integrated Activities, Cooperative State Research, Education and Extension Service",012,Department of Agriculture,15,National Institute of Food and Agriculture,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2012,
2055,56582, ,012,2013,2013, ,1600,000,"Salaries and Expenses, Animal and Plant Health Inspection Service                                                                                                                                                                               ",012,Department of Agriculture,16,Animal & Plant Health Inspection Service,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2012,
2056,56583, ,012,2013,2013, ,1701,000,Economic Research Service                                                                                                                                                                                                                       ,012,Department of Agriculture,17,Economic Research Service,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2012,
2057,56584, ,012,2013,2013, ,1801,000,National Agricultural Statistics Service                                                                                                                                                                                                        ,012,Department of Agriculture,18,National Agricultural Statistics Service,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2012,
2058,56631, ,012,2013,2013, ,1900,000,"Rural Cooperative Development Grants, Rural Business-Cooperative Service                                                                                                                                                                        ",012,Department of Agriculture,65,Rural Business-Cooperative Service,1200,Department of Agriculture, , ,450,Community and Regional Development,452,Area and regional development,10/01/2012,
2059,56632, ,012,2013,2013, ,1908,000,"Renewable Energy Program, Rural Business-Cooperative Service                                                                                                                                                                                    ",012,Department of Agriculture,65,Rural Business-Cooperative Service,1200,Department of Agriculture,P,Program,450,Community and Regional Development,451,Community development,10/01/2012,
2060,56633, ,012,2013,2013, ,1955,000,"Rural Microenterprise Investment Program Account, Rural Business-Cooperative Service, Agriculture                                                                                                                                               ",012,Department of Agriculture,65,Rural Business-Cooperative Service,1200,Department of Agriculture,P,Program,450,Community and Regional Development,452,Area and regional development,10/01/2012,
2061,56634, ,012,2013,2013, ,2069,000,"Rural Development Loan Fund Program Account, Rural Business and Cooperative Development Service                                                                                                                                                 ",012,Department of Agriculture,65,Rural Business-Cooperative Service,1200,Department of Agriculture,P,Program,450,Community and Regional Development,452,Area and regional development,10/01/2012,
2062,56635, ,012,2013,2013, ,2081,000,"Rural Housing Insurance Fund Program Account, Rural Housing Service, Agriculture                                                                                                                                                                ",012,Department of Agriculture,63,Rural Housing Service,1200,Department of Agriculture,P,Program,370,Commerce and Housing Credit,371,Mortgage credit,10/01/2012,
2063,56585, ,012,2013,2013, ,2277,000,"Public Law 480 Title I Direct Credit and Food for Progress Program Account, Foreign Agricultural Service, Agriculture                                                                                                                           ",012,Department of Agriculture,29,Foreign Agricultural Service,1200,Department of Agriculture,P,Program,350,Agriculture,351,Farm income stabilization,10/01/2012,
2064,56586, ,012,2013,2013, ,2300,000,"Office of the General Counsel, Agriculture                                                                                                                                                                                                      ",012,Department of Agriculture,22,Office of the General Counsel,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2012,
2065,56587, ,012,2013,2013, ,2400,000,"Salaries and Expenses, Grain Inspection, Packers and Stockyards Administration                                                                                                                                                                  ",012,Department of Agriculture,24,"Grain Inspection, Packers and Stockyards Administration",1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2012,
2066,56588, ,012,2013,2013, ,2500,000,"Marketing Services, Agricultural Marketing Service                                                                                                                                                                                              ",012,Department of Agriculture,25,Agricultural Marketing Service,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2012,
2067,56589, ,012,2013,2013, ,2501,000,"Payments to States and Possessions, Agricultural Marketing Service                                                                                                                                                                              ",012,Department of Agriculture,25,Agricultural Marketing Service,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2012,
2068,56636, ,012,2013,2013, ,2701,000,"USDA Disaster Assistance, Farm Service Agency, Agriculture                                                                                                                                                                                      ",012,Department of Agriculture,49,Farm Service Agency,1200,Department of Agriculture, , ,350,Agriculture,351,Farm income stabilization,10/01/2012,
2069,56590, ,012,2013,2013, ,2707,000,"Administrative and Operating Expenses, Office of Risk Management                                                                                                                                                                                ",012,Department of Agriculture,08,Risk Management Service,1200,Department of Agriculture, , ,350,Agriculture,351,Farm income stabilization,10/01/2012,
2070,56591, ,012,2013,2013, ,2900,000,"Salaries and Expenses, Foreign Agricultural Service                                                                                                                                                                                             ",012,Department of Agriculture,29,Foreign Agricultural Service,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2012,
2071,56637, ,012,2013,2013, ,3108,000,"Rural Economic Development Loans Program Account, Rural Business and Cooperative Service                                                                                                                                                        ",012,Department of Agriculture,65,Rural Business-Cooperative Service,1200,Department of Agriculture,P,Program,450,Community and Regional Development,452,Area and regional development,10/01/2012,
2072,56592, ,012,2013,2013, ,3302,000,"Apple Loans Program Account, Farmer Service Agency                                                                                                                                                                                              ",012,Department of Agriculture,49,Farm Service Agency,1200,Department of Agriculture,P,Program,350,Agriculture,351,Farm income stabilization,10/01/2012,
2073,56593, ,012,2013,2013, ,3303,000,"Emergency Boil Weevil Loan Program Account, Farm Service Agency                                                                                                                                                                                 ",012,Department of Agriculture,49,Farm Service Agency,1200,Department of Agriculture,P,Program,350,Agriculture,351,Farm income stabilization,10/01/2012,
2074,56594, ,012,2013,2013, ,3505,000,"Supplemental Nutrition Assistance Program, Food and Nutrition Service, Agriculture                                                                                                                                                              ",012,Department of Agriculture,35,Food and Nutrition Service,1200,Department of Agriculture, , ,600,Income Security,605,Food and nutrition assistance,10/01/2012,
2075,57998, ,012,2013,2013, ,3507,000,"Commodity Assistance Program, Food and Nutrition Service, Agriculture",012,Department of Agriculture,35,Food and Nutrition Service,1200,Department of Agriculture, , ,600,Income Security,605,Food and nutrition assistance,10/01/2012,
2076,56595, ,012,2013,2013, ,3508,000,"Nutrition Programs Administration, Food and Nutrition Service, Agriculture                                                                                                                                                                      ",012,Department of Agriculture,35,Food and Nutrition Service,1200,Department of Agriculture, , ,600,Income Security,605,Food and nutrition assistance,10/01/2012,
2077,56639, ,012,2013,2013, ,3510,000,"Special Supplemental Nutrition Program for Women, Infants and Children (WIC), Food and Nutrition Service, Agriculture                                                                                                                           ",012,Department of Agriculture,35,Food and Nutrition Service,1200,Department of Agriculture, , ,600,Income Security,605,Food and nutrition assistance,10/01/2012,
2078,56640, ,012,2013,2013, ,3539,000,"Child Nutrition Programs, Food and Consumer Service                                                                                                                                                                                             ",012,Department of Agriculture,35,Food and Nutrition Service,1200,Department of Agriculture, , ,600,Income Security,605,Food and nutrition assistance,10/01/2012,
2079,56641, ,012,2013,2013, ,3542,000,"Supplemental Nutrition Assistance Program - Recovery Act, Food and Nutrition Service, Agriculture                                                                                                                                               ",012,Department of Agriculture,35,Food and Nutrition Service,1200,Department of Agriculture, , ,600,Income Security,605,Food and nutrition assistance,10/01/2012,
2080,56642, ,012,2013,2013, ,3674,000,"Reimbursement for Net Realized Losses, Commodity Credit Corporation                                                                                                                                                                             ",012,Department of Agriculture,36,Commodity Credit Corporation,1200,Department of Agriculture, , ,350,Agriculture,351,Farm income stabilization,10/01/2012,
2081,56596, ,012,2013,2013, ,3700,000,"Food Safety and Inspection Service, Agriculture                                                                                                                                                                                                 ",012,Department of Agriculture,37,"Food, Safety, & Inspection Service",1200,Department of Agriculture, , ,550,Health,554,Consumer and occupational health and safety,10/01/2012,
2082,56643, ,012,2013,2013, ,3701,000,Office of the Under Secretary for Food Safety                                                                                                                                                                                                   ,012,Department of Agriculture,03,Office of the Secretary,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2012,
2083,56644, ,012,2013,2013, ,3800,000,"Office of Civil Rights, Agriculture                                                                                                                                                                                                             ",012,Department of Agriculture,04,Executive Operations,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2012,
2084,56645, ,012,2013,2013, ,5208,000,"Acquisition of Lands for National Forests, Special Acts, Forest Service                                                                                                                                                                         ",012,Department of Agriculture,11,Forest Service,1200,Department of Agriculture, , ,300,Natural Resources and Environment,302,Conservation and land management,10/01/2012,
2085,60758, ,012,2013,2014, ,0403,000,"Salaries and Expenses, Rural Development                                                                                                                                                                                                        ",012,Department of Agriculture,20,Rural Developement Administration,1200,Department of Agriculture, , ,450,Community and Regional Development,452,Area and regional development,10/01/2012,
2086,56646, ,012,2013,2014, ,0502,000,"Extension Activities, Cooperative State Research, Education and Extension Service                                                                                                                                                               ",012,Department of Agriculture,00,DEPARTMENT OF AGRICULTURE,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2012,
2087,60678, ,012,2013,2014, ,0600,000,"Salaries and Expenses, Farm Service Agency, Agriculture",012,Department of Agriculture,49,Farm Service Agency,1200,Department of Agriculture, , ,350,Agriculture,351,Farm income stabilization,10/01/2012,
2088,56598, ,012,2013,2014, ,1000,000,"Conservation Operations, Natural Resources Conservation Service, Agriculture                                                                                                                                                                    ",012,Department of Agriculture,10,Natural Resources Conservation Service,1200,Department of Agriculture, , ,300,Natural Resources and Environment,302,Conservation and land management,10/01/2012,
2089,56647, ,012,2013,2014, ,1502,000,"Integrated Activities, Cooperative State Research, Education and Extension Service                                                                                                                                                              ",012,Department of Agriculture,15,National Institute of Food and Agriculture,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2012,
2090,56648, ,012,2013,2014, ,2900,000,"Salaries and Expenses, Foreign Agricultural Service, Agriculture                                                                                                                                                                                ",012,Department of Agriculture,29,Foreign Agricultural Service,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2012,
2091,56599, ,012,2013,2014, ,3505,000,"Supplemental Nutrition Assistance Program, Food and Nutrition Service, Agriculture                                                                                                                                                              ",012,Department of Agriculture,35,Food and Nutrition Service,1200,Department of Agriculture, , ,600,Income Security,605,Food and nutrition assistance,10/01/2012,
2092,56600, ,012,2013,2014, ,3507,000,"Commodity Assistance Program, Food and Nutrition Service                                                                                                                                                                                        ",012,Department of Agriculture,35,Food and Nutrition Service,1200,Department of Agriculture, , ,600,Income Security,605,Food and nutrition assistance,10/01/2012,
2093,56601, ,012,2013,2014, ,3510,000,"Special Supplemental Nutrition Program for Women, Infants and Children (WIC), Food and Nutrition Service                                                                                                                                        ",012,Department of Agriculture,35,Food and Nutrition Service,1200,Department of Agriculture, , ,600,Income Security,605,Food and nutrition assistance,10/01/2012,
2094,56602, ,012,2013,2014, ,3539,000,"Child Nutrition Programs, Food and Nutrition Service                                                                                                                                                                                            ",012,Department of Agriculture,35,Food and Nutrition Service,1200,Department of Agriculture, , ,600,Income Security,605,Food and nutrition assistance,10/01/2012,
2095,56649, ,012,2013,2014, ,3542,000,"Supplemental Nutrition Assistance Program - Recovery Act, Food and Nutrition Service, Agriculture                                                                                                                                               ",012,Department of Agriculture,35,Food and Nutrition Service,1200,Department of Agriculture, , ,600,Income Security,605,Food and nutrition assistance,10/01/2012,
2096,56651, ,012,2013,2016, ,3539,000,"Child Nutrition Programs, Food Nutrition Service, Agriculture                                                                                                                                                                                   ",012,Department of Agriculture,35,Food and Nutrition Service,1200,Department of Agriculture, , ,600,Income Security,605,Food and nutrition assistance,10/01/2012,
2097,57638, ,012,2013,2017, ,3539,000,"Child Nutrition Programs, Food Nutrition Service, Agriculture",012,Department of Agriculture,35,Food and Nutrition Service,1200,Department of Agriculture, , ,600,Income Security,605,Food and nutrition assistance,10/01/2012,
2098,59713, ,012,2014,2014, ,0013,000,"Expenses, Office of the Chief Information Officer, Agriculture",012,Department of Agriculture,04,Executive Operations,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2099,59714, ,012,2014,2014, ,0014,000,"Expenses, Office of the Chief Financial Officer",012,Department of Agriculture,04,Executive Operations,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2100,59715, ,012,2014,2014, ,0019,000,"Homeland Security Staff, Agriculture                                                                                                                                                                                                            ",012,Department of Agriculture,04,Executive Operations,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2101,59516, ,012,2014,2014, ,0115,000,"Production, Processing and Marketing, Office of the Secretary, Agriculture",012,Department of Agriculture,03,Office of the Secretary,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2102,59517, ,012,2014,2014, ,0120,000,"Departmental Administration, Agriculture",012,Department of Agriculture,04,Executive Operations,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2103,59518, ,012,2014,2014, ,0121,000,Office of the Assistant Secretary for Administration,012,Department of Agriculture,03,Office of the Secretary,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2104,59519, ,012,2014,2014, ,0122,000,Office of the Assistant Secretary for Governmental and Public Affairs,012,Department of Agriculture,03,Office of the Secretary,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2105,59520, ,012,2014,2014, ,0123,000,"Office of the Chief Economist, Executive Operations, Agriculture",012,Department of Agriculture,04,Executive Operations,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2106,59521, ,012,2014,2014, ,0124,000,"Office of the Under Secretary for Research, Education and Economics",012,Department of Agriculture,03,Office of the Secretary,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2107,59522, ,012,2014,2014, ,0125,000,"Office of the Under Secretary for Marketing and Regulatory Programs, Cooperative State Research, Education, and Extension Service, Agriculture",012,Department of Agriculture,03,Office of the Secretary,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2108,59523, ,012,2014,2014, ,0126,000,Office of the Under Secretary for Farm and Foreign Agricultural Services,012,Department of Agriculture,03,Office of the Secretary,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2109,59524, ,012,2014,2014, ,0127,000,Office of the Under Secretary for Rural Development,012,Department of Agriculture,03,Office of the Secretary,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2110,59525, ,012,2014,2014, ,0128,000,Office of the Assistant Secretary for Natural Resources and Environment,012,Department of Agriculture,03,Office of the Secretary,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2111,59526, ,012,2014,2014, ,0129,000,"Office of the Under Secretary for Food, Nutrition and Consumer Services",012,Department of Agriculture,03,Office of the Secretary,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2112,59716, ,012,2014,2014, ,0130,000,"Office of the Assistant Secretary for Civil Rights, Agriculture",012,Department of Agriculture,03,Office of the Secretary,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2113,59717, ,012,2014,2014, ,0131,000,"Office of Tribal Relations, Agriculture                                                                                                                                                                                                         ",012,Department of Agriculture,03,Office of the Secretary,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2114,59718, ,012,2014,2014, ,0132,000,"Office of Advocacy and Outreach, Executive Operations, Agriculture                                                                                                                                                                              ",012,Department of Agriculture,04,Executive Operations,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2115,59719, ,012,2014,2014, ,0136,000,"Office of Ethics, Agriculture                                                                                                                                                                                                                   ",012,Department of Agriculture,00,DEPARTMENT OF AGRICULTURE,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2116,59527, ,012,2014,2014, ,0137,000,"Rental Assistance Program, Rural Housing Service, Agriculture",012,Department of Agriculture,63,Rural Housing Service,1200,Department of Agriculture, , ,600,Income Security,604,Housing assistance,10/01/2013,
2117,59528, ,012,2014,2014, ,0150,000,"Office of Communications, Agriculture",012,Department of Agriculture,06,Office of Communications,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2118,59720, ,012,2014,2014, ,0170,000,"State Mediation Grants, Farm Service Agency, Agriculture",012,Department of Agriculture,49,Farm Service Agency,1200,Department of Agriculture, , ,350,Agriculture,351,Farm income stabilization,10/01/2013,
2119,59721, ,012,2014,2014, ,0215,000,"Payment to Expenses and Refunds, Inspection and Grading of Farm Products, Agricultural Marketing Service",012,Department of Agriculture,25,Agricultural Marketing Service,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2120,59722, ,012,2014,2014, ,0402,000,"Rural Empowerment Zones and Enterprise Communities Grants, Rural Business-Cooperative Service, Agriculture                                                                                                                                      ",012,Department of Agriculture,65,Rural Business-Cooperative Service,1200,Department of Agriculture, , ,450,Community and Regional Development,452,Area and regional development,10/01/2013,
2121,59723, ,012,2014,2014, ,0403,000,"Salaries and Expenses, Rural Development",012,Department of Agriculture,20,Rural Developement Administration,1200,Department of Agriculture, , ,450,Community and Regional Development,452,Area and regional development,10/01/2013,
2122,59529, ,012,2014,2014, ,0502,000,"Extension Activities, Cooperative State Research, Education and Extension Service",012,Department of Agriculture,15,National Institute of Food and Agriculture,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2123,59530, ,012,2014,2014, ,0503,000,"Office of Budget and Program Analysis, Executive Operations",012,Department of Agriculture,04,Executive Operations,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2124,59531, ,012,2014,2014, ,0600,000,"Salaries and Expenses, Farm Service Agency",012,Department of Agriculture,49,Farm Service Agency,1200,Department of Agriculture, , ,350,Agriculture,351,Farm income stabilization,10/01/2013,
2125,59724, ,012,2014,2014, ,0601,000,"Outreach for Socially Disadvantaged Farmers, Cooperative State Research, Education, and Extension Service, Agriculture                                                                                                                          ",012,Department of Agriculture,00,DEPARTMENT OF AGRICULTURE,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2126,59725, ,012,2014,2014, ,0706,000,"National Appeals Division, Executive Operations",012,Department of Agriculture,04,Executive Operations,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2127,59532, ,012,2014,2014, ,0900,000,"Office of the Inspector General, Agriculture",012,Department of Agriculture,09,Office of the Inspector General,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2128,59726, ,012,2014,2014, ,1000,000,"Conservation Operations, Natural Resources Conservation Service",012,Department of Agriculture,10,Natural Resources Conservation Service,1200,Department of Agriculture, , ,300,Natural Resources and Environment,302,Conservation and land management,10/01/2013,
2129,59727, ,012,2014,2014, ,1002,000,"Watershed Rehabilitation Program, Natural Resources Conservation Service, Agriculture                                                                                                                                                           ",012,Department of Agriculture,10,Natural Resources Conservation Service,1200,Department of Agriculture, , ,300,Natural Resources and Environment,301,Water resources,10/01/2013,
2130,59728, ,012,2014,2014, ,1004,000,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service",012,Department of Agriculture,10,Natural Resources Conservation Service,1200,Department of Agriculture, , ,300,Natural Resources and Environment,302,Conservation and land management,10/01/2013,
2131,59729, ,012,2014,2014, ,1010,000,"Resource Conservation and Development, Natural Resources Conservation Services, Agriculture",012,Department of Agriculture,10,Natural Resources Conservation Service,1200,Department of Agriculture, , ,300,Natural Resources and Environment,302,Conservation and land management,10/01/2013,
2132,59533, ,012,2014,2014, ,1066,000,"Watershed Surveys and Planning, Natural Resources Conservation Service",012,Department of Agriculture,10,Natural Resources Conservation Service,1200,Department of Agriculture, , ,300,Natural Resources and Environment,301,Water resources,10/01/2013,
2133,59730, ,012,2014,2014, ,1090,000,"Healthy Forests Reserve Program, Natural Resources Conservation Service                                                                                                                                                                         ",012,Department of Agriculture,10,Natural Resources Conservation Service,1200,Department of Agriculture, , ,300,Natural Resources and Environment,302,Conservation and land management,10/01/2013,
2134,59731, ,012,2014,2014, ,1117,000,"Payments to States, Northern Spotted Owl Guarantee, Forest Service",012,Department of Agriculture,11,Forest Service,1200,Department of Agriculture, , ,800,General Government,806,General purpose fiscal assistance,10/01/2013,
2135,59534, ,012,2014,2014, ,1140,000,"Agricultural Credit Insurance Fund Program Account,  Farm Service Agency",012,Department of Agriculture,49,Farm Service Agency,1200,Department of Agriculture,P,Program,350,Agriculture,351,Farm income stabilization,10/01/2013,
2136,59732, ,012,2014,2014, ,1143,000,"Repayable Advances to Agricultural Disaster Relief Fund, Farm Service Agency, Agriculture",012,Department of Agriculture,49,Farm Service Agency,1200,Department of Agriculture, , ,350,Agriculture,351,Farm income stabilization,10/01/2013,
2137,59535, ,012,2014,2014, ,1230,000,"Rural Electrification and Telecommunications Loans Program Account, Rural Utilities Service                                                                                                                                                     ",012,Department of Agriculture,60,Rural Utilities Service,1200,Department of Agriculture,P,Program,270,Energy,271,Energy supply,10/01/2013,
2138,59536, ,012,2014,2014, ,1231,000,"AL Telephone Bank Program Account, Rural Utilities Service                                                                                                                                                                                      ",012,Department of Agriculture,60,Rural Utilities Service,1200,Department of Agriculture,P,Program,450,Community and Regional Development,452,Area and regional development,10/01/2013,
2139,59733, ,012,2014,2014, ,1232,000,"Distance Learning, Telemedicine and Broadband Program, Rural Utilities Service                                                                                                                                                                  ",012,Department of Agriculture,60,Rural Utilities Service,1200,Department of Agriculture,P,Program,450,Community and Regional Development,452,Area and regional development,10/01/2013,
2140,59537, ,012,2014,2014, ,1336,000,"Commodity Credit Corporation Export Loans Program Account, Foreign Agricultural Service, Agriculture",012,Department of Agriculture,29,Foreign Agricultural Service,1200,Department of Agriculture,P,Program,350,Agriculture,351,Farm income stabilization,10/01/2013,
2141,59538, ,012,2014,2014, ,1400,000,"Salaries and Expenses, Agricultural Research Service",012,Department of Agriculture,14,Agricultural Research Service,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2142,59734, ,012,2014,2014, ,1406,000,"Trade Adjustment Assistance for Farmers, Foreign Agricultural Service                                                                                                                                                                           ",012,Department of Agriculture,29,Foreign Agricultural Service,1200,Department of Agriculture, , ,350,Agriculture,351,Farm income stabilization,10/01/2013,
2143,59735, ,012,2014,2014, ,1408,000,"Trade Adjustment Assistance for Farmers - Recovery Act, Foreign Agricultural Service, Agriculture                                                                                                                                               ",012,Department of Agriculture,29,Foreign Agricultural Service,1200,Department of Agriculture, , ,350,Agriculture,351,Farm income stabilization,10/01/2013,
2144,59539, ,012,2014,2014, ,1500,000,"Research and Education Activities, Cooperative State Research, Education, and Extension Service",012,Department of Agriculture,15,National Institute of Food and Agriculture,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
2145,59736, ,012,2014,2014, ,1502,000,"Integrated Activities, Cooperative State Research, Education and Extension Service",012,Department of Agriculture,15,National Institute of Food and Agriculture,1200,Department of Agriculture, , ,350,Agriculture,352,Agricultural research and services,10/01/2013,
